187;Sin City;2.533993;2005-03-31;false;40000000;Action:Thriller:Crime;Dimension Films:Troublemaker Studios:Miramax;158733820;124;0.0;Walk down the right back alley in Sin City and you can find anything...;Released;7.1
872;Singin' in the Rain;1.23759;1952-04-10;false;2540800;Comedy:Music:Romance;Metro-Goldwyn-Mayer (MGM);7200000;103;0.0;What a Glorious Feeling!;Released;7.4
993;Sleuth;0.762855;1972-12-10;false;0;Thriller:Mystery;Palomar Pictures;0;138;0.0;If it was murder, where's the body?;Released;7.0
12405;Slumdog Millionaire;1.664854;2008-05-12;false;15000000;Drama:Romance;Celador Films:Warner Bros.:Film4;377910544;120;0.0;What does it take to find a lost love? A. Money B. Luck C. Smarts D. Destiny;Released;7.5
107;Snatch;1.826432;2000-09-01;false;10000000;Thriller:Crime;Columbia Pictures Corporation:SKA Films;83557872;103;0.0;Stealin' Stones and Breakin' Bones.;Released;7.5
239;Some Like It Hot;1.47368;1959-03-29;false;3500000;Comedy;United Artists;25000000;122;0.0;The movie too HOT for words!;Released;7.7
235;Stand by Me;1.591141;1986-08-07;false;8000000;Crime:Drama;Columbia Pictures;52287000;89;0.0;For some, it's the last real taste of innocence, and the first real taste of life.;Released;7.4
13475;Star Trek;2.837271;2009-05-06;false;150000000;Science Fiction:Action:Adventure;Paramount Pictures:Spyglass Entertainment:Bad Robot:MavroCine Pictures GmbH & Co. KG;385680446;127;0.0;The future begins.;Released;7.3
1892;Return of the Jedi;2.164433;1983-05-23;false;32350000;Adventure:Action:Science Fiction;Lucasfilm:Twentieth Century Fox Film Corporation;572700000;135;0.0;The Empire Falls...;Released;7.7
845;Strangers on a Train;1.037126;1951-06-19;false;1200000;Crime:Thriller;Warner Bros.;0;101;0.0;It starts with a shriek of a train whistle...and ends with shrieking excitement.;Released;7.1
599;Sunset Boulevard;1.52238;1950-08-10;false;1752000;Drama:Romance;Paramount Pictures;0;110;0.0;"I'm ready for my close-up!";Released;7.8
7508;Like Stars on Earth;0.429577;2007-12-21;false;2600000;Drama;Aamir Khan Productions:UTV Motion Pictures:Walt Disney Studios Home Entertainment:PVR Cinemas;28430000;165;0.0;Every child is special;Released;7.7
103;Taxi Driver;1.957225;1976-02-08;false;1300000;Crime:Drama;Columbia Pictures Corporation:Italo/Judeo Productions:Bill/Phillips;28262574;113;0.0;On every street in every city, there's a nobody who dreams of being a somebody.;Released;7.8
